N,seed,solver,opt_type,t,status
20,29,scipy.slsqp,NLP,0.019186973571777344,ok
20,29,scipy.cobyla,NLP,0.026247024536132812,ok
20,29,scipy.trust-constr,NLP,1.3231890201568604,ok
20,29,pyomo.ipopt,NLP,0.043410301208496094,ok
20,29,pyomo.cbc,MILP,0.09612894058227539,ok
20,29,pyomo.glpk,MILP,0.042678117752075195,ok
20,29,cvxpy.cbc,MILP,0.07656407356262207,ok
20,29,cvxpy.glpk,MILP,0.01860833168029785,ok
20,29,cvxpy.ecos,MILP,0.06436014175415039,ok
