N,seed,solver,opt_type,t,status
50,23,scipy.slsqp,NLP,0.08471989631652832,ok
50,23,scipy.cobyla,NLP,0.5040121078491211,2
50,23,scipy.trust-constr,NLP,2.9003849029541016,ok
50,23,pyomo.ipopt,NLP,0.059906959533691406,ok
50,23,pyomo.cbc,MILP,0.15877008438110352,ok
50,23,pyomo.glpk,MILP,0.07822394371032715,ok
50,23,cvxpy.cbc,MILP,0.05424809455871582,ok
50,23,cvxpy.glpk,MILP,0.022390127182006836,ok
50,23,cvxpy.ecos,MILP,0.043235063552856445,ok
